"Species","CLIMATE","REALM","TAXA","StudyMethod","ABUNDANCE_TYPE","BIOMASS_TYPE","ObsEventID","rarefyID","STUDY_ID","YEAR","PLOT","cell","Abundance","Biomass"
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2003","172_693817",172,2003,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695274__2008","172_695274",172,2008,"",695274,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695992__2000","172_695992",172,2000,"",695992,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695274__2000","172_695274",172,2000,"",695274,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_691623__2001","172_691623",172,2001,"",691623,73,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_691622__2006","172_691622",172,2006,"",691622,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692355__2006","172_692355",172,2006,"",692355,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693811__2008","172_693811",172,2008,"",693811,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706958__2009","172_706958",172,2009,"",706958,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707693__2009","172_707693",172,2009,"",707693,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707694__2009","172_707694",172,2009,"",707694,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707694__2009","172_707694",172,2009,"",707694,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695280__2000","172_695280",172,2000,"",695280,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693083__2001","172_693083",172,2001,"",693083,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707691__2009","172_707691",172,2009,"",707691,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695276__2000","172_695276",172,2000,"",695276,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694546__2000","172_694546",172,2000,"",694546,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2001","172_694547",172,2001,"",694547,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693086__2001","172_693086",172,2001,"",693086,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693087__2003","172_693087",172,2003,"",693087,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_696011__2004","172_696011",172,2004,"",696011,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695272__2005","172_695272",172,2005,"",695272,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695274__2003","172_695274",172,2003,"",695274,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_696734__2004","172_696734",172,2004,"",696734,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692351__2007","172_692351",172,2007,"",692351,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706231__2000","172_706231",172,2000,"",706231,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,73,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,73,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692350__2005","172_692350",172,2005,"",692350,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_712799__2008","172_712799",172,2008,"",712799,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706960__2000","172_706960",172,2000,"",706960,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693089__2000","172_693089",172,2000,"",693089,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2003","172_693817",172,2003,"",693817,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694550__2003","172_694550",172,2003,"",694550,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_690900__2003","172_690900",172,2003,"",690900,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694549__2005","172_694549",172,2005,"",694549,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695274__2000","172_695274",172,2000,"",695274,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693816__2000","172_693816",172,2000,"",693816,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,73,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694544__2000","172_694544",172,2000,"",694544,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694544__2000","172_694544",172,2000,"",694544,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694544__2000","172_694544",172,2000,"",694544,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695274__2001","172_695274",172,2001,"",695274,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693815__2001","172_693815",172,2001,"",693815,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694546__2000","172_694546",172,2000,"",694546,73,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694547__2001","172_694547",172,2001,"",694547,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_691626__2001","172_691626",172,2001,"",691626,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_688712__2002","172_688712",172,2002,"",688712,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_690171__2003","172_690171",172,2003,"",690171,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693811__2008","172_693811",172,2008,"",693811,18,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707694__2009","172_707694",172,2009,"",707694,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706960__2000","172_706960",172,2000,"",706960,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707691__2000","172_707691",172,2000,"",707691,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707691__2000","172_707691",172,2000,"",707691,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_706231__2000","172_706231",172,2000,"",706231,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695279__2000","172_695279",172,2000,"",695279,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693089__2000","172_693089",172,2000,"",693089,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693079__2002","172_693079",172,2002,"",693079,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693079__2002","172_693079",172,2002,"",693079,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693080__2002","172_693080",172,2002,"",693080,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693081__2002","172_693081",172,2002,"",693081,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692350__2002","172_692350",172,2002,"",692350,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695276__2004","172_695276",172,2004,"",695276,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695276__2004","172_695276",172,2004,"",695276,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695276__2004","172_695276",172,2004,"",695276,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695271__2005","172_695271",172,2005,"",695271,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692350__2005","172_692350",172,2005,"",692350,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_694545__2006","172_694545",172,2006,"",694545,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,73,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692358__2000","172_692358",172,2000,"",692358,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692358__2000","172_692358",172,2000,"",692358,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692359__2000","172_692359",172,2000,"",692359,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692359__2000","172_692359",172,2000,"",692359,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_695281__2001","172_695281",172,2001,"",695281,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,2,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693817__2003","172_693817",172,2003,"",693817,7,0
"ITIS:554270","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,7,0
